step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
233,CASH_IN,43697.53,C301268454,790.0,44487.53,C1840761492,315176.38,271478.86,0,0
711,TRANSFER,3399575.93,C1941295125,3399575.93,0.0,C1885948994,0.0,0.0,1,0
571,TRANSFER,972723.96,C1222331901,972723.96,0.0,C1807976680,0.0,0.0,1,0
362,TRANSFER,7677120.59,C2068656014,7677120.59,0.0,C1266729216,0.0,0.0,1,0
157,CASH_IN,193562.3,C587497135,16931788.01,17125350.31,C1903403820,232029.9,38467.6,0,0
375,CASH_IN,382785.47,C997781148,6509.0,389294.47,C2081000773,1588288.11,1205502.64,0,0
167,CASH_OUT,388719.99,C1466040371,52422.93,0.0,C1516971929,757863.29,1146583.28,0,0
11,CASH_OUT,107398.91,C1708037601,0.0,0.0,C531125842,839738.28,1428990.34,0,0
599,TRANSFER,697652.19,C1380882097,697652.19,0.0,C234169662,0.0,0.0,1,0
211,PAYMENT,11812.05,C1730862883,530822.73,519010.68,M597059921,0.0,0.0,0,0
14,TRANSFER,1177517.58,C1765687383,15169.0,0.0,C674913323,8659269.15,9541565.16,0,0
94,TRANSFER,2169679.91,C358188091,2169679.91,0.0,C329029721,0.0,0.0,1,0
154,CASH_IN,178838.15,C801135718,75.0,178913.15,C1025785169,0.0,0.0,0,0
543,TRANSFER,74436.56,C694879733,74436.56,0.0,C1164535816,0.0,0.0,1,0
352,PAYMENT,2502.43,C1023685638,0.0,0.0,M1569569700,0.0,0.0,0,0
352,CASH_OUT,283881.38,C1945739063,117.0,0.0,C2080429631,0.0,283881.38,0,0
352,CASH_IN,78007.84,C2096639508,6233301.69,6311309.53,C310713006,132258.4,54250.55,0,0
260,TRANSFER,124018.89,C2121826860,70245.0,0.0,C1091403816,1131281.05,1255299.94,0,0
616,CASH_OUT,1265656.44,C198942679,1265656.44,0.0,C154881805,653351.54,1919007.98,1,0
323,CASH_IN,137824.29,C1221602966,120.0,137944.29,C994944308,1984645.96,1846821.67,0,0
588,CASH_OUT,37050.44,C791057401,8252.0,0.0,C2038015152,2786844.0,2823894.43,0,0
350,CASH_IN,218272.18,C2114424212,613665.92,831938.1,C1900565438,419956.62,201684.44,0,0
609,TRANSFER,228706.19,C1931126401,228706.19,0.0,C579423409,0.0,0.0,1,0
403,CASH_IN,119281.1,C1333490236,3983045.78,4102326.88,C153709227,2095112.98,1975831.88,0,0
186,CASH_OUT,44880.77,C1407134533,0.0,0.0,C1623116076,443792.87,488673.64,0,0
578,CASH_OUT,152372.18,C1432343521,152372.18,0.0,C961261892,285322.83,437695.01,1,0
33,PAYMENT,8645.65,C160665859,79342.0,70696.35,M1527447044,0.0,0.0,0,0
323,CASH_OUT,211755.35,C723105092,125651.0,0.0,C174035440,0.0,211755.35,0,0
514,CASH_IN,331480.57,C2092893492,4501354.13,4832834.69,C1321820981,12301567.77,11970087.2,0,0
643,TRANSFER,3092085.39,C1658683875,3092085.39,0.0,C137816170,0.0,0.0,1,0
688,PAYMENT,14622.85,C458509412,68207.0,53584.15,M1273057961,0.0,0.0,0,0
375,CASH_IN,20525.78,C1706583517,8341583.21,8362108.99,C1321380278,6761225.58,6740699.8,0,0
394,CASH_OUT,102149.68,C779012741,0.0,0.0,C911278622,660489.58,762639.27,0,0
301,PAYMENT,27674.04,C836688139,146250.0,118575.96,M1013326092,0.0,0.0,0,0
203,PAYMENT,2400.58,C1163868944,32631.0,30230.42,M301768711,0.0,0.0,0,0
401,CASH_OUT,86684.61,C1969146686,0.0,0.0,C859744804,476223.58,562908.2,0,0
275,PAYMENT,13999.58,C44003255,0.0,0.0,M612019548,0.0,0.0,0,0
181,CASH_OUT,356988.87,C2057160235,35065.0,0.0,C399533536,0.0,356988.87,0,0
17,CASH_IN,231187.57,C1382569163,17065.0,248252.57,C680268684,0.0,0.0,0,0
19,CASH_OUT,24463.38,C388865141,0.0,0.0,C1028593601,297507.16,207732.43,0,0
14,CASH_OUT,254431.56,C1089173003,32665.0,0.0,C555480342,30134.0,399277.34,0,0
285,CASH_OUT,179648.89,C1845243200,179648.89,0.0,C1343714931,110176.63,289825.52,1,0
377,CASH_IN,78420.93,C1542546857,1634.0,80054.93,C2018755437,0.0,0.0,0,0
502,CASH_OUT,66066.73,C1566921402,66066.73,0.0,C1640218672,0.0,66066.73,1,0
284,PAYMENT,4539.22,C628957159,12554.0,8014.78,M1115490355,0.0,0.0,0,0
227,CASH_OUT,258364.87,C1411897170,6977.0,0.0,C619904403,2633687.54,2892052.41,0,0
322,CASH_OUT,107794.4,C1755618199,0.0,0.0,C1649946296,10703011.08,10810805.48,0,0
40,CASH_OUT,46081.81,C18607278,1060820.8,1014738.99,C957784557,12417256.43,12463338.24,0,0
405,CASH_OUT,4923.95,C519448887,0.0,0.0,C1059498005,194800.18,199724.14,0,0
318,TRANSFER,688473.32,C1924852703,688473.32,0.0,C43802286,0.0,0.0,1,0
280,PAYMENT,12303.63,C2124579869,2509.0,0.0,M1817783243,0.0,0.0,0,0
250,PAYMENT,13387.72,C1181885635,26454.0,13066.28,M1822868547,0.0,0.0,0,0
237,CASH_IN,118164.65,C1840521009,2021083.0,2139247.65,C780079840,12826154.33,12707989.68,0,0
324,CASH_IN,696769.59,C1267845542,20918208.13,21614977.72,C1128488474,4983359.66,4286590.07,0,0
208,PAYMENT,12652.51,C1249362841,0.0,0.0,M2035029922,0.0,0.0,0,0
6,CASH_OUT,33332.86,C685428529,33332.86,0.0,C1626759869,31002.0,0.0,1,0
565,CASH_OUT,331617.48,C1137352118,449.0,0.0,C142415708,137397.24,469014.72,0,0
159,CASH_IN,443055.87,C648590827,16763510.96,17206566.83,C1782359566,1008648.84,565592.97,0,0
154,CASH_OUT,442722.01,C1825078209,442722.01,0.0,C216559212,90335.5,533057.51,1,0
403,CASH_IN,158947.92,C2003633743,8598831.28,8757779.2,C2064406333,1900169.32,1741221.4,0,0
346,PAYMENT,20471.27,C1182262429,124875.79,104404.52,M436512690,0.0,0.0,0,0
155,PAYMENT,25496.17,C1842579394,0.0,0.0,M1389765690,0.0,0.0,0,0
203,PAYMENT,14486.99,C2098867964,0.0,0.0,M633346883,0.0,0.0,0,0
348,CASH_OUT,412660.06,C1377218138,20974.0,0.0,C2024455505,0.0,412660.06,0,0
230,PAYMENT,12185.44,C1035658377,22108.0,9922.56,M549898467,0.0,0.0,0,0
8,PAYMENT,4039.0,C1152173404,0.0,0.0,M2144612683,0.0,0.0,0,0
91,CASH_OUT,737285.03,C830817076,737285.03,0.0,C235145980,0.0,737285.03,1,0
155,CASH_IN,50033.92,C1143523776,0.0,50033.92,C797526578,0.0,0.0,0,0
201,PAYMENT,13534.17,C2081274576,0.0,0.0,M1126108540,0.0,0.0,0,0
188,TRANSFER,294597.74,C426240732,27784.0,0.0,C500984396,899223.27,1193821.02,0,0
353,CASH_OUT,74703.64,C473898763,0.0,0.0,C431347008,163924.25,238627.9,0,0
304,PAYMENT,21317.02,C158599383,0.0,0.0,M176936024,0.0,0.0,0,0
354,TRANSFER,960635.26,C2030576299,347313.0,0.0,C422687609,342878.21,1303513.46,0,0
21,PAYMENT,794.41,C1444774656,6171.21,5376.8,M1662397649,0.0,0.0,0,0
14,TRANSFER,463564.38,C469371031,0.0,0.0,C1698371518,8158060.58,9394811.71,0,0
240,CASH_OUT,384219.51,C1478995995,0.0,0.0,C1950117409,665249.27,1049468.78,0,0
305,PAYMENT,8368.22,C1812818194,26326.16,17957.93,M2012151070,0.0,0.0,0,0
215,CASH_IN,121928.08,C2069074215,344043.4,465971.48,C1311439768,1954883.03,1832954.95,0,0
323,PAYMENT,55350.77,C224651794,569.0,0.0,M900601937,0.0,0.0,0,0
535,CASH_OUT,588173.24,C253741905,588173.24,0.0,C575853652,16152763.21,16740936.45,1,0
297,CASH_OUT,398228.2,C868951067,181802.0,0.0,C1186135386,277978.77,676206.96,0,0
179,CASH_IN,49198.55,C1059244036,1652990.64,1702189.19,C1436350970,100941.12,51742.57,0,0
41,CASH_IN,38408.07,C1349615350,2922181.46,2960589.53,C1137962719,2902050.62,2863642.55,0,0
286,CASH_OUT,167479.96,C794929215,317074.0,149594.04,C112733437,33553.62,201033.57,0,0
632,CASH_OUT,480404.03,C6427083,480404.03,0.0,C1751510346,40564.78,520968.81,1,0
586,CASH_OUT,10000000.0,C99979309,10000000.0,0.0,C427067936,5859505.54,15859505.54,1,0
331,PAYMENT,4837.42,C967065046,16651.46,11814.04,M1676093778,0.0,0.0,0,0
259,PAYMENT,15112.5,C614841584,1800.0,0.0,M1867384527,0.0,0.0,0,0
283,PAYMENT,16984.44,C541247,0.0,0.0,M1866954272,0.0,0.0,0,0
309,CASH_OUT,175133.38,C428959261,224475.93,49342.55,C744492880,325230.52,500363.9,0,0
602,CASH_OUT,1976666.45,C286962871,1976666.45,0.0,C1066958378,0.0,1976666.45,1,0
16,TRANSFER,357218.84,C618145504,0.0,0.0,C106970326,5660809.03,6468955.37,0,0
260,CASH_OUT,270558.25,C968278092,458010.0,187451.75,C1430128793,578103.26,848661.52,0,0
522,CASH_OUT,119083.71,C1638104420,49754.0,0.0,C1067031174,596360.46,715444.17,0,0
404,TRANSFER,126061.45,C1079557741,126061.45,0.0,C1089646901,0.0,0.0,1,0
488,CASH_OUT,50279.4,C732624402,50279.4,0.0,C1786899731,1108375.76,1158655.16,1,0
38,PAYMENT,1666.13,C1541072289,260890.55,259224.42,M800968852,0.0,0.0,0,0
36,CASH_OUT,260709.66,C361831608,145919.44,0.0,C748621785,353650.31,614359.98,0,0
18,PAYMENT,13244.49,C1099220223,62976.0,49731.51,M1111141059,0.0,0.0,0,0
375,CASH_OUT,2358.92,C1138118979,0.0,0.0,C136852559,386704.91,389063.82,0,0
185,CASH_OUT,166041.5,C1305401284,0.0,0.0,C335001248,434202.65,600244.15,0,0
180,CASH_IN,100773.42,C1132756985,215137.0,315910.42,C1465145399,0.0,0.0,0,0
394,TRANSFER,201247.25,C1655225752,201247.25,0.0,C1949844658,0.0,0.0,1,0
325,CASH_IN,394568.0,C1281847000,49470.0,444038.0,C1695380944,1103602.7,709034.71,0,0
19,CASH_OUT,112663.24,C912228403,20003.0,0.0,C30820575,3127263.08,4549319.34,0,0
608,CASH_OUT,10000000.0,C1583037289,10000000.0,0.0,C368640357,0.0,10000000.0,1,0
225,CASH_OUT,239143.28,C1851372956,72673.0,0.0,C1471826980,0.0,239143.28,0,0
374,PAYMENT,858.32,C503873839,70209.0,69350.68,M1729084939,0.0,0.0,0,0
161,CASH_OUT,1302.65,C649314509,0.0,0.0,C737351590,90519.74,91822.39,0,0
35,TRANSFER,414941.29,C648612678,7001.0,0.0,C1925641351,0.0,414941.29,0,0
327,CASH_OUT,236769.92,C1824802212,0.0,0.0,C2012045987,1183503.22,1420273.13,0,0
347,CASH_IN,249669.3,C1062318342,20074937.0,20324606.3,C828495041,4266244.67,4016575.37,0,0
322,PAYMENT,24985.25,C1256470409,400494.0,375508.75,M1987740617,0.0,0.0,0,0
281,CASH_OUT,170407.04,C2107532963,0.0,0.0,C424099783,982573.44,1152980.48,0,0
329,CASH_IN,328412.81,C1334845418,41586.0,369998.81,C1866442496,0.0,4262.58,0,0
400,TRANSFER,515014.18,C1201371693,70650.0,0.0,C2145343056,368089.15,883103.32,0,0
228,CASH_OUT,68206.72,C1366370470,0.0,0.0,C669657038,146692.57,214899.29,0,0
130,CASH_OUT,213419.0,C688513899,20420.81,0.0,C682469334,1875286.47,2088705.47,0,0
206,TRANSFER,285885.2,C1202489512,20935.0,0.0,C1386511057,348287.91,634173.11,0,0
282,CASH_OUT,318135.13,C1495542353,0.0,0.0,C1373720930,598847.86,916982.98,0,0
43,PAYMENT,21181.04,C2134578602,7018.0,0.0,M1779286465,0.0,0.0,0,0
284,CASH_OUT,352476.25,C431549332,0.0,0.0,C295716654,1111325.71,1463801.96,0,0
205,TRANSFER,2444366.01,C152594323,0.0,0.0,C2058628373,7124414.49,9568780.5,0,0
305,CASH_OUT,244220.98,C906795170,116154.0,0.0,C1654419435,17267.59,261488.57,0,0
41,TRANSFER,592339.51,C1491507571,255826.49,0.0,C1882242886,1049219.37,1641558.88,0,0
274,CASH_OUT,233469.54,C828219555,139137.0,0.0,C1765731179,25546.8,259016.34,0,0
43,PAYMENT,17364.36,C284714088,52043.0,34678.64,M313520739,0.0,0.0,0,0
398,DEBIT,8071.9,C2138655927,0.0,0.0,C1276454824,856048.98,864120.88,0,0
282,CASH_OUT,8091.78,C1510812683,8091.78,0.0,C637384510,272960.57,281052.35,1,0
299,CASH_OUT,386314.09,C1505893512,0.0,0.0,C1205020056,2995497.36,3381811.45,0,0
162,TRANSFER,883377.75,C1435232729,160229.47,0.0,C1795829781,1055504.93,1938882.68,0,0
22,CASH_IN,30617.15,C1375236935,19918067.97,19948685.13,C385781764,629664.96,599047.81,0,0
20,CASH_OUT,420294.5,C2003766526,0.0,0.0,C1321726145,2170239.13,2634813.28,0,0
328,PAYMENT,53507.34,C1849976683,0.0,0.0,M1184589929,0.0,0.0,0,0
167,PAYMENT,15350.0,C855765947,28403.58,13053.59,M1117509352,0.0,0.0,0,0
376,CASH_IN,388980.12,C617853511,1087996.42,1476976.54,C1485168322,1339067.82,950087.69,0,0
683,CASH_OUT,73929.99,C652139882,73929.99,0.0,C641860418,1640832.48,1714762.47,1,0
235,TRANSFER,833938.62,C2039288276,333.0,0.0,C65937391,2319603.18,3153541.8,0,0
309,CASH_OUT,7775.43,C1686026031,0.0,0.0,C977311056,578134.18,585909.61,0,0
284,CASH_OUT,247721.02,C1232826718,0.0,0.0,C1797339263,2568309.48,2816030.51,0,0
18,CASH_OUT,286163.31,C1044875102,38541.23,0.0,C1166688391,0.0,510645.27,0,0
226,CASH_OUT,61022.56,C153337393,0.0,0.0,C1384952161,104428.7,165451.25,0,0
141,CASH_IN,328865.64,C1181131160,1092722.19,1421587.83,C2117610735,597093.91,268228.27,0,0
710,TRANSFER,23134.17,C1585270630,23134.17,0.0,C462665302,0.0,0.0,1,0
350,PAYMENT,21801.47,C595075840,0.0,0.0,M1780258644,0.0,0.0,0,0
163,PAYMENT,14269.47,C1987476678,30250.08,15980.62,M2038207525,0.0,0.0,0,0
232,TRANSFER,966663.56,C1667468259,0.0,0.0,C1238474438,1662607.92,2629271.48,0,0
179,CASH_OUT,147034.75,C1818215281,49769.0,0.0,C1629962773,53430.27,200465.02,0,0
372,CASH_OUT,2923356.25,C1763502384,2923356.25,0.0,C2027686342,245463.38,3168819.64,1,0
229,CASH_OUT,249272.42,C513230354,0.0,0.0,C249703157,1339177.25,1588449.67,0,0
373,PAYMENT,1599.81,C1749394595,0.0,0.0,M1479160731,0.0,0.0,0,0
303,TRANSFER,10000000.0,C1045409609,15614246.07,5614246.07,C399450397,0.0,0.0,1,0
334,PAYMENT,21767.63,C2019247113,163818.0,142050.37,M653621007,0.0,0.0,0,0
19,CASH_OUT,62563.71,C1780844148,19959.0,0.0,C1026194794,642463.12,705026.83,0,0
161,PAYMENT,6321.61,C1228207945,241813.25,235491.64,M215108772,0.0,0.0,0,0
229,CASH_IN,63166.78,C1504825384,1324596.61,1387763.39,C867754996,216126.26,152959.48,0,0
308,PAYMENT,35785.08,C921074711,202641.17,166856.09,M608343871,0.0,0.0,0,0
140,PAYMENT,5692.66,C1882159856,0.0,0.0,M953221228,0.0,0.0,0,0
180,CASH_IN,51766.83,C1576724573,12151.0,63917.83,C516517843,103248.46,51481.63,0,0
39,CASH_OUT,67014.84,C108905666,92424.0,25409.16,C1409959,0.0,67014.84,0,0
372,CASH_IN,76993.78,C1259653337,942101.88,1019095.65,C686086956,1084632.43,1007638.65,0,0
188,PAYMENT,17769.59,C2099055080,7621.0,0.0,M319945414,0.0,0.0,0,0
332,CASH_OUT,346874.34,C32564327,0.0,0.0,C1424379918,3470854.66,3817729.0,0,0
213,PAYMENT,21462.37,C700885259,0.0,0.0,M1076412541,0.0,0.0,0,0
523,TRANSFER,248799.49,C315569976,248799.49,0.0,C1189969071,0.0,0.0,1,0
404,PAYMENT,8904.52,C734357979,50230.0,41325.48,M550423645,0.0,0.0,0,0
332,CASH_IN,48836.03,C788705467,5225119.7,5273955.73,C670241537,766573.96,717737.93,0,0
369,CASH_IN,240730.64,C2051948108,38023.0,278753.64,C27265187,3294.8,0.0,0,0
544,CASH_OUT,176847.04,C1910203014,31299.0,0.0,C722239633,817495.53,994342.57,0,0
11,CASH_IN,44231.36,C455141449,15962.0,60193.36,C1621735443,213069.03,168837.66,0,0
159,CASH_OUT,105430.59,C1401081207,199648.0,94217.41,C1417116945,12588.89,118019.48,0,0
35,CASH_OUT,68173.78,C1179145321,0.0,0.0,C826292571,710010.11,778183.89,0,0
274,PAYMENT,16631.37,C2061845661,0.0,0.0,M1235472588,0.0,0.0,0,0
594,TRANSFER,28936.11,C1795352454,28936.11,0.0,C1651836759,0.0,0.0,1,0
236,DEBIT,4094.76,C1260086967,254837.0,250742.24,C2060631872,26385056.61,26389151.37,0,0
180,CASH_OUT,108538.55,C2029339418,7600.0,0.0,C1438363204,1258524.9,1367063.46,0,0
393,CASH_OUT,494308.16,C1453172404,0.0,0.0,C166428193,1897981.16,2392289.32,0,0
187,CASH_OUT,14101.8,C1313195943,10950.0,0.0,C1701305206,733831.6,747933.39,0,0
347,CASH_OUT,144082.22,C1958013087,0.0,0.0,C550857734,310246.85,454329.07,0,0
331,CASH_OUT,457678.27,C114462032,596977.0,139298.73,C1398815474,195825.13,653503.4,0,0
253,CASH_IN,96006.25,C1271368116,6310253.24,6406259.49,C595084408,129613.85,33607.6,0,0
470,TRANSFER,864994.24,C504859386,864994.24,0.0,C1412133328,0.0,0.0,1,0
595,CASH_OUT,104165.68,C976337719,108131.0,3965.32,C1073069835,1400050.63,1504216.3,0,0
131,CASH_OUT,457013.68,C119987680,0.0,0.0,C108094953,2469201.53,2926215.21,0,0
16,CASH_IN,437330.04,C937014317,2901.0,440231.04,C1764724170,14839.0,69943.42,0,0
186,CASH_OUT,106000.02,C975340264,8786.0,0.0,C1137218780,86837.55,192837.56,0,0
398,CASH_IN,211821.49,C1592045232,5701326.65,5913148.14,C69899372,3234970.49,3023149.0,0,0
186,PAYMENT,55847.72,C1064587081,21491.0,0.0,M1798118277,0.0,0.0,0,0
215,PAYMENT,703.65,C770595782,24850.0,24146.35,M699038687,0.0,0.0,0,0
347,TRANSFER,415232.78,C965187841,32171.0,0.0,C2086047031,421843.01,837075.8,0,0
216,CASH_OUT,1697655.62,C578092794,1697655.62,0.0,C266383440,0.0,1697655.62,1,0
377,TRANSFER,563824.38,C867758897,3207.74,0.0,C651393276,15812524.64,16376349.02,0,0
373,TRANSFER,343143.07,C1073986521,0.0,0.0,C1741687057,2468943.25,2812086.32,0,0
16,CASH_IN,104904.93,C1631412329,13266732.18,13371637.12,C565687173,3479261.02,3374356.09,0,0
355,CASH_OUT,158359.54,C880316391,0.0,0.0,C1806285714,405465.51,563825.05,0,0
282,CASH_OUT,259472.83,C130087329,99261.0,0.0,C1823835680,38678.57,298151.39,0,0
35,CASH_OUT,172006.69,C2081665107,0.0,0.0,C196930164,492243.99,1010290.44,0,0
298,CASH_OUT,77586.0,C1248841488,53499.0,0.0,C2049211170,225843.38,303429.38,0,0
406,PAYMENT,2048.44,C270975211,3513.0,1464.56,M1584176211,0.0,0.0,0,0
304,PAYMENT,7635.88,C1178860420,12162.0,4526.12,M987890787,0.0,0.0,0,0
381,PAYMENT,3419.52,C765374284,31063.0,27643.48,M2043098306,0.0,0.0,0,0
207,PAYMENT,3257.27,C1650197871,0.0,0.0,M174423844,0.0,0.0,0,0
37,PAYMENT,33640.46,C1997565468,60210.0,26569.54,M241563109,0.0,0.0,0,0
310,TRANSFER,1868438.44,C1589465909,1868438.44,0.0,C749177191,0.0,0.0,1,0
290,CASH_IN,415130.82,C249133138,2874015.32,3289146.14,C1616817226,753607.44,338476.62,0,0
380,PAYMENT,11305.57,C1865421038,170051.0,158745.43,M97750293,0.0,0.0,0,0
350,CASH_OUT,412374.02,C1569661901,52120.0,0.0,C1991757097,147132.38,559506.4,0,0
138,CASH_IN,243878.44,C463578524,3325920.07,3569798.51,C1569191868,466878.57,223000.14,0,0
11,TRANSFER,2815123.61,C1838683678,1347.0,0.0,C815306112,102420.68,2917544.29,0,0
304,CASH_OUT,46661.03,C1969042957,46661.03,0.0,C58256247,587237.65,633898.68,1,0
102,TRANSFER,548335.12,C1838392320,548335.12,0.0,C1134214570,0.0,0.0,1,0
95,PAYMENT,1099.78,C1222216035,4591.0,3491.22,M1087986817,0.0,0.0,0,0
327,PAYMENT,41711.37,C1189004219,11430.34,0.0,M1991203362,0.0,0.0,0,0
505,CASH_OUT,2979972.78,C1670945356,2979972.78,0.0,C788738425,267407.43,3247380.2,1,0
280,TRANSFER,140341.4,C1154368593,0.0,0.0,C1875586584,738172.4,878513.8,0,0
404,CASH_IN,230164.69,C423227468,98298.0,328462.69,C2053102354,896.28,0.0,0,0
469,PAYMENT,51.66,C1110590601,0.0,0.0,M1157448416,0.0,0.0,0,0
279,PAYMENT,2996.49,C423910554,71636.98,68640.5,M1645300736,0.0,0.0,0,0
276,PAYMENT,28892.22,C5503195,5264.0,0.0,M1268406194,0.0,0.0,0,0
157,PAYMENT,11512.13,C1444866340,2025.0,0.0,M385134085,0.0,0.0,0,0
212,PAYMENT,3950.69,C333683719,11371.92,7421.24,M1390251534,0.0,0.0,0,0
278,CASH_IN,172688.44,C1903241446,6001913.88,6174602.32,C1255144333,260039.99,87351.55,0,0
305,PAYMENT,1343.73,C694049456,0.0,0.0,M2133436663,0.0,0.0,0,0
38,CASH_IN,310886.13,C910107713,111243.69,422129.82,C66632552,746318.38,435432.25,0,0
381,CASH_IN,468750.26,C123865857,520560.88,989311.13,C1461205176,3646417.07,3177666.82,0,0
256,CASH_OUT,233372.43,C1119353101,0.0,0.0,C1161647100,3917962.58,4151335.0,0,0
45,CASH_OUT,440380.92,C129051817,50972.62,0.0,C1640890496,1526164.07,1966544.99,0,0
637,CASH_OUT,447474.67,C1711336185,447474.67,0.0,C995717060,0.0,447474.67,1,0
180,CASH_IN,39371.38,C239874852,2929654.64,2969026.02,C424467465,727104.12,687732.74,0,0
140,CASH_IN,59408.45,C2105178190,13045032.67,13104441.12,C2044219413,499747.61,440339.16,0,0
201,CASH_IN,65863.72,C1028719645,772412.6,838276.32,C673890499,265039.8,199176.08,0,0
399,PAYMENT,35595.92,C468895551,101768.0,66172.08,M653181732,0.0,0.0,0,0
15,PAYMENT,16835.2,C166932257,81974.16,65138.95,M1896637941,0.0,0.0,0,0
309,PAYMENT,32836.03,C1722152851,0.0,0.0,M1953086074,0.0,0.0,0,0
163,PAYMENT,22378.4,C745381447,32572.0,10193.6,M1870816228,0.0,0.0,0,0
163,PAYMENT,102.68,C1794669274,0.0,0.0,M673861538,0.0,0.0,0,0
165,CASH_IN,231481.73,C110063382,2292238.51,2523720.24,C79954976,700177.03,468695.29,0,0
332,PAYMENT,8221.92,C274319946,0.0,0.0,M423181743,0.0,0.0,0,0
228,PAYMENT,40478.05,C1479128631,0.0,0.0,M1539102182,0.0,0.0,0,0
159,CASH_IN,147947.86,C358931012,7314439.19,7462387.05,C1367063537,4899548.65,4751600.79,0,0
400,CASH_IN,279137.27,C1594269177,157503.0,436640.27,C883995124,60913.79,0.0,0,0
299,CASH_OUT,366769.45,C70486941,0.0,0.0,C673562496,692319.25,1059088.7,0,0
9,CASH_IN,64835.85,C1813868467,5793681.51,5858517.36,C1540056753,293879.2,79503.77,0,0
7,PAYMENT,2740.13,C1516909137,28202.4,25462.27,M1874719622,0.0,0.0,0,0
322,CASH_IN,162012.74,C353582984,2578941.06,2740953.8,C1166836348,1354247.45,1192234.72,0,0
155,PAYMENT,3049.44,C1834587708,23224.0,20174.56,M123356685,0.0,0.0,0,0
250,TRANSFER,566247.46,C1209137220,10069.0,0.0,C915293182,1531780.43,2098027.89,0,0
101,CASH_OUT,253793.28,C1168663550,253793.28,0.0,C740111360,525977.66,779770.94,1,0
741,TRANSFER,5674547.89,C992223106,5674547.89,5674547.89,C1366804249,0.0,0.0,1,1
400,CASH_OUT,30671.99,C404945155,0.0,0.0,C1819649165,189710.94,220382.93,0,0
36,TRANSFER,32382.96,C1291212648,32382.96,0.0,C301302016,0.0,0.0,1,0
226,CASH_IN,152697.52,C322442275,6676186.45,6828883.96,C1162981488,287290.8,134593.28,0,0
354,CASH_OUT,63615.24,C1862533976,97.0,0.0,C166405434,374244.37,437859.6,0,0
139,CASH_OUT,105237.52,C1682496793,31145.0,0.0,C1753369058,826923.91,932161.43,0,0
625,CASH_OUT,10000000.0,C138482312,10000000.0,0.0,C1166027089,2160858.93,12160858.93,1,0
373,CASH_IN,42397.38,C522948532,4916775.77,4959173.15,C483322992,66109.22,23711.84,0,0
212,CASH_IN,23661.5,C2095086003,509.0,24170.5,C149939010,0.0,0.0,0,0
20,TRANSFER,448025.06,C1976637754,448025.06,0.0,C4020115,0.0,0.0,1,0
284,CASH_OUT,469.44,C107516680,0.0,0.0,C1055472197,239951.2,240420.64,0,0
398,PAYMENT,515.4,C445369584,0.0,0.0,M470007832,0.0,0.0,0,0
159,PAYMENT,17896.99,C1894189419,20268.0,2371.01,M2112908520,0.0,0.0,0,0
41,CASH_OUT,220062.48,C1489634351,0.0,0.0,C861740705,725061.52,945123.99,0,0
403,TRANSFER,570359.43,C1640336306,0.0,0.0,C2104270630,1227777.35,1798136.78,0,0
276,CASH_OUT,47069.91,C684981331,14240.42,0.0,C1935731483,195535.89,242605.8,0,0
15,CASH_OUT,207439.58,C1421792841,199234.0,0.0,C509376750,0.0,207439.58,0,0
226,CASH_OUT,1061962.03,C606126805,0.0,0.0,C583176965,2553717.7,3615679.72,0,0
704,TRANSFER,1593189.25,C1100723027,1593189.25,0.0,C37939872,0.0,0.0,1,0
37,PAYMENT,9557.46,C946748188,47517.74,37960.29,M1309672269,0.0,0.0,0,0
347,CASH_IN,17762.18,C1399737396,3409627.64,3427389.83,C1919565678,880422.63,862660.45,0,0
16,TRANSFER,121626.82,C185016231,121626.82,0.0,C1409959,0.0,0.0,1,0
276,CASH_OUT,199774.23,C666363431,0.0,0.0,C474441911,219626.62,419400.84,0,0
278,CASH_OUT,290774.98,C886179305,258964.93,0.0,C1591612142,378966.65,669741.62,0,0
348,CASH_OUT,109524.61,C1106084006,3648.0,0.0,C1251820766,0.0,109524.61,0,0
328,PAYMENT,7405.56,C407081179,20666.57,13261.01,M1678443993,0.0,0.0,0,0
309,CASH_OUT,2019508.99,C776987005,2019508.99,0.0,C960046463,15973.05,2035482.04,1,0
202,CASH_IN,4403.36,C1873189102,61914.0,66317.36,C1173154021,0.0,0.0,0,0
134,CASH_OUT,34143.52,C320751916,8049.0,0.0,C1508088625,0.0,34143.52,0,0
155,CASH_IN,348693.46,C1956575389,188212.0,536905.46,C661014151,0.0,0.0,0,0
307,TRANSFER,860426.29,C675918988,101775.0,0.0,C1993273598,310378.27,1170804.56,0,0
15,CASH_IN,105819.21,C139656652,4471323.88,4577143.09,C128870695,22957432.5,23435284.97,0,0
235,CASH_OUT,56589.12,C1549311132,3946.0,0.0,C40613820,887130.74,943719.86,0,0
209,CASH_OUT,147964.36,C1507969941,42300.0,0.0,C126551213,13141.34,161105.7,0,0
158,CASH_IN,18774.31,C411751003,2530467.38,2549241.68,C1721019282,459153.11,440378.8,0,0
162,CASH_OUT,53997.28,C1284775430,26139.0,0.0,C675749322,420223.26,474220.54,0,0
236,CASH_IN,266031.96,C154470576,11492423.93,11758455.88,C1683173232,1583612.37,1317580.41,0,0
137,PAYMENT,17675.79,C749667869,348.0,0.0,M1254554389,0.0,0.0,0,0
